Node 42516296 has an unrecognised tag 'barrier' = 'fence' (in tagging rules); ignoring it.
Way 5699644 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5699693 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5699701 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5699740 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5699883 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5700836 has an unrecognised tag 'oneway' = 'undefined' (after tagging rules); using 'no'.
Way 5701080 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5701145 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5701184 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5702130 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5702240 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5702301 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5702367 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5702372 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5702580 has an unrecognised tag 'oneway' = 'undefined' (after tagging rules); using 'no'.
Way 5702739 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5703302 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5703472 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5703992 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5704117 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5704288 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5704320 has an unrecognised tag 'oneway' = 'undefined' (after tagging rules); using 'no'.
Way 5704383 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5704394 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5704489 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5704541 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705042 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705122 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705311 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705314 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705392 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705408 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705409 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705510 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705565 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705649 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705662 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705665 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705668 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705670 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705726 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705730 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5705871 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5706053 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5706095 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5706351 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5706808 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5707097 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5707200 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5707278 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5707287 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5707300 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5707391 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5707445 has an unrecognised tag 'oneway' = 'undefined' (after tagging rules); using 'no'.
Way 5707608 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5708659 has an unrecognised tag 'oneway' = 'undefined' (after tagging rules); using 'no'.
Way 5708864 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5708868 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5708918 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5709343 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5709520 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5709737 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5709779 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5709781 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5709782 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5709961 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5710179 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5710253 has an unrecognised tag 'bicycle' = 'dismount' (after tagging rules); using 'no'.
Way 5710516 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5710521 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5710532 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5710662 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5710677 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5710726 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5711461 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5711495 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5711562 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5711692 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5711697 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5711774 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5711994 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712294 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712434 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712486 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712619 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712638 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712692 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712721 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712756 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712784 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712824 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712830 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712992 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5712993 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713111 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713476 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713643 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713746 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713784 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713785 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713789 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713843 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713866 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713932 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713954 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713957 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713960 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5713989 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714087 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714093 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714097 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714155 has only one node.
Way 5714310 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714380 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714432 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714509 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714525 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714672 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714701 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714702 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714756 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5714787 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715144 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715173 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715176 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715298 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715400 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715402 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715531 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715544 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5715972 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716053 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716143 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716203 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716220 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716241 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716265 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716318 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716322 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716325 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716388 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716389 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716474 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716508 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716512 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716858 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716898 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716960 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5716982 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717057 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717064 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717207 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717243 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717366 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717382 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717388 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717420 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717422 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717453 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717454 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 5717464 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 8028103 has an unrecognised tag 'oneway' = 'reversible' (after tagging rules); using 'no'.
Way 8119475 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 8119510 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 8119514 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 8928684 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 8938705 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 8941584 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 8987838 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 9852385 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 11552912 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 11559210 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 11562276 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 11570096 has only one node.
Way 11572417 has only one node.
Way 11580841 has only one node.
Way 11585175 has only one node.
Way 11586493 has only one node.
Way 11589164 has only one node.
Way 11610767 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
Way 11648831 has only one node.
Way 11651242 has an unrecognised tag 'highway' = 'turning_loop' (in tagging rules); ignoring it.
Way 11653583 has only one node.
Way 11654296 has an unrecognised tag 'highway' = 'turning_loop' (in tagging rules); ignoring it.
Way 11654985 has an unrecognised tag 'highway' = 'turning_loop' (in tagging rules); ignoring it.
Way 11667729 has only one node.
Way 11711737 has only one node.
Way 11772159 has only one node.
Way 11772716 has only one node.
Way 11772827 has only one node.
Way 11774273 has only one node.
Way 11876220 has an unrecognised tag 'hgv' = 'local' (after tagging rules); using 'no'.
